dtReference,idVendedor,avgFotos,avgVolumeProduto,MinimoVolumeProduto,MaximoVolumeProduto,pct_cama_mesa_banho,pct_beleza_saude,pct_esporte_lazer,pct_informatica_acessorios,pct_moveis_decoracao,pct_utilidades_domesticas,pct_relogios_presentes,pct_telefonia,pct_automotivo,pct_brinquedos,pct_cool_stuff,pct_ferramentas_jardim,pct_perfumaria,pct_bebes,pct_eletronicos
2018-01-01,028872bfa080090a9d0abd4f1af168f8,0.0,3344.0,3344.0,3344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,02c988090b766852e088c69d7fb3b551,3.1666666666666665,9780.0,8580.0,14688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,02d35243ea2e497335cd0f076b45675d,1.0,24780.0,9000.0,40560.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,02dcd3e8e25bee036e32512bcf175493,2.0,8000.0,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,02ecc2a19303f05e59ce133fd923fff7,2.0,36510.857142857145,29792.0,59200.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0
2018-01-01,02f5837340d7eb4f653d676c7256523a,1.0,26400.0,26400.0,26400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,04308b1ee57b6625f47df1d56f00eedf,2.4,8199.2,3780.0,11760.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0432ead42b6c8a0bdf68154add917fdf,1.394736842105263,3303.4210526315787,512.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0
2018-01-01,048c2757535328e0d7dac690ad3c0aae,3.727272727272727,20058.545454545456,7524.0,21312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,04aa0a1c5ce6b222003403a3e11c3cc0,3.25,20144.0,5600.0,32000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,04aba03279157f6d4e0fe8ccaf21963c,1.1666666666666667,5049.5,3990.0,5280.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,04e38a233f726ef161074ab1c9b0399a,1.7142857142857142,18567.85714285714,3600.0,72000.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
2018-01-01,04fdea0c111866e6cf812f1570d6b5bd,3.0,8096.0,3168.0,13024.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2018-01-01,0509040ea3fe50071181bbc359eb7738,1.2105263157894737,7812.789473684211,1564.0,21280.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,052577151711aec5c744fe12e66db3e1,1.0,39270.0,39270.0,39270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,054694fa03fe82cec4b7551487331d74,2.6666666666666665,51393.333333333336,36000.0,81000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
2018-01-01,056b4ada5bbc2c50cc7842547dda6b51,1.0,1224.5,352.0,2850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2018-01-01,058cb5aeb36d7c0fcae20fc85d5e0a59,2.6666666666666665,96000.0,96000.0,96000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,058fd0aa2bfdb2274e05e1ae971dabb6,1.0,3929.1428571428573,2520.0,4693.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0
2018-01-01,05a940b4ecae36cadfd8e93bd9c43257,2.1666666666666665,4043.0,1890.0,6552.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
2018-01-01,05d2173d43ea568aa0540eba70d2ca76,1.1,24762.1,2160.0,64000.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,05f51e13da97139648b8125c31e5f51b,1.7894736842105263,44320.78947368421,2210.0,202500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.8947368421052632,0.0
2018-01-01,05feb94f19d094d4b0f9281f0b1d4c99,3.0,181053.0,164430.0,197676.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
2018-01-01,05ff92fedb5be47920fea08e501238b9,4.454545454545454,6823.272727272727,1836.0,13824.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.0,0.0
2018-01-01,062ce95fa2ad4dfaedfc79260130565f,1.8,4763.4,1575.0,9207.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,06532f10282704ef4c69168b914b77be,1.6666666666666667,70973.33333333333,1920.0,121000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-01-01,06579cb253ecd5a3a12a9e6eb6bf8f47,1.5,39077.5,2070.0,140608.0,0.0,0.0,0.0,0.0,0.125,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,066a6914e1ebf3ea95a216c73a986b91,3.0,18957.25,3136.0,57330.0,0.0,0.0,0.625,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0691148aee60ca47977c187804f935ae,1.6,15554.4,960.0,45000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,06bb3a2fe5e7b7a845b13e8fb91bd944,2.2222222222222223,5965.777777777777,4608.0,6840.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,06e5eefc71ec47ae763c5c6f8db7064f,4.333333333333333,4096.0,4096.0,4096.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111
2018-01-01,070d165398b553f3b4b851c216b8a358,1.0,65541.66666666667,6000.0,175000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0761743cbffb25d7148189e9f1a5f03a,1.0,2508.0,2508.0,2508.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,077c5fae4bea9500e3737b16f71b9d3a,1.0,4048.0,4048.0,4048.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,07bf9669d84d1f11be443a9dd938f698,2.0,60327.125,29791.0,127756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0
2018-01-01,080102cd0a76b09e0dcf55fcacc60e05,1.4,3046.9,1920.0,7680.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,080199a181c46c657dc5aa235411be3b,2.7777777777777777,5774.0,3978.0,6048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,08061dc0fc165ed41288cc7acde738ee,3.5,2051.0,352.0,3750.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,081acf3de680d554796c9cf041be7bc2,1.0,36517.0,36517.0,36517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,082e0bf4cb865a6533b1e8e498cc0255,1.0,36338.57142857143,13520.0,78750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-01-01,08633c14ef2db992c11f840f04fad4cd,1.0,5832.0,5832.0,5832.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0885aaf116795758dfeb5f1032487bcd,4.0,36000.0,36000.0,36000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0887a9f087bcd5d9f6642b52f897fc6c,7.0,3840.0,3840.0,3840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,08d0949a9a17c027262db1f3c450c26c,1.0,2688.0,2688.0,2688.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,08d2d642cf72b622b14dde1d2f5eb2f5,1.6666666666666667,8501.0,1836.0,18000.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,091065b789659bc3cd9af9cb3a6253ff,2.0,33120.0,33120.0,33120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-01-01,093805f8f2aeb63881444571e1f48f30,1.1764705882352942,4578.058823529412,1944.0,12716.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,09883d9ab71c8fe8a9bfc7fc3075b07e,0.75,3284.0,2640.0,4096.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,099095b050cfe8eb1ddff5317587e96e,1.0,112056.0,112056.0,112056.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,09f952a5f58d2285b0372551ae8f9b01,2.25,42956.25,3600.0,75625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0ac4201fda2c68ebc0e47cb9423cf3c9,1.6666666666666667,11333.333333333334,8000.0,18000.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0ad80de75c811326389cfb1daba7d45e,1.4,22160.8,11856.0,30625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0adac9fbd9a2b63cccaac4f8756c1ca8,1.8695652173913044,9975.739130434782,352.0,26896.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0ade5cc4a305ed7093a23f68ca47519c,2.0,8000.0,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0aea4c6ae1505b3228ddf3dd7822ee5b,4.5,3185.0,2970.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0afccdb8a34ee5c79f7c06faf2b4d56e,1.0,5438.142857142857,4913.0,5832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0b18d63d0cd1d723567903fd34a07df2,3.0,25246.0,3240.0,62510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0b35c634521043bf4b47e21547b99ab5,1.0,11458.0,3200.0,24037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0b3f27369a4d8df98f7eb91077e438ac,0.5,17416.0,10640.0,24192.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0b90b6df587eb83608a64ea8b390cf07,1.0,7264.3,4576.0,9600.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0bae85eb84b9fb3bd773911e89288d54,4.275862068965517,8314.51724137931,2394.0,17784.0,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.0,0.0,0.6206896551724138,0.034482758620689655,0.0,0.0,0.06896551724137931,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0
2018-01-01,0bb738e4d789e63e2267697c42d35a2d,1.0,24032.0,11552.0,33048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
2018-01-01,0be8ff43f22e456b4e0371b2245e4d01,2.4893617021276597,13152.297872340425,352.0,50000.0,0.0851063829787234,0.0,0.48936170212765956,0.0425531914893617,0.0,0.1276595744680851,0.02127659574468085,0.0,0.0,0.06382978723404255,0.0,0.0,0.0,0.0,0.0
2018-01-01,0bf0150d5b9d60d9cd2906003332f085,2.6666666666666665,14067.333333333334,3784.0,36450.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0bfd0b434243adc5c2e1aa6baf19c6aa,2.2,10070.2,1188.0,21875.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0c7533c71df861ec58ad7ff999ed0e8d,1.3333333333333333,6601.611111111111,880.0,27000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-01-01,0c8380b62e38e8a1e6adbeba7eb9688c,1.4,10068.32,3120.0,62016.0,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0cbcee27c791afa0cdcb08587a2013a8,8.166666666666666,6120.666666666667,4590.0,7744.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0d33a55da925bbf1ff02af5f6059fc7f,3.0,5040.0,5040.0,5040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0d4c8269e7f0401201794deef160edd6,1.0,616.0,352.0,704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0d83f8e03188682112cc0d93523705cc,0.5,2625.5,1456.0,3795.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0d85bbda9889ce1f7e63778d24f346eb,6.3,40502.5,9000.0,72000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0db783cfcd3b73998abc6e10e59a102f,2.3333333333333335,2750.222222222222,800.0,6760.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
2018-01-01,0dd184061fb0eaa7ca37932c68ab91c5,2.0,43100.0,29000.0,57200.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0df3984f9dfb3d49ac6366acbd3bbb85,1.3,1791.9,1296.0,3528.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
2018-01-01,0e44d110fa6a54e121cb2c095a77762f,1.0,2437.0,1760.0,3705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0e982cff76cc0579f632cea8a0e38c9d,1.0,9658.666666666666,384.0,27360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0ea22c1cfbdc755f86b9b54b39c16043,4.066666666666666,1660.5333333333333,880.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0
2018-01-01,0eaa7e33d73809f1f925f7d07c506cbd,1.4,33598.0,12500.0,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0
2018-01-01,0ebd97a106433a45a4aebe57c1799778,3.4,1401.6,1056.0,1920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0ed6ce5d87fd9c69eaacaeb778d67235,3.1666666666666665,15476.666666666666,6750.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0ef83d7d83ed97cd2a0049ac8be5f88a,1.0,10218.0,5760.0,17856.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0ff83046c3fa22efee8ecf291888b191,1.0,13974.0,10098.0,18360.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,10076e5788b8ee532724bcd460baf762,2.0,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0
2018-01-01,10089e9f2fd0c668a8fd4e52e1698888,1.0,36288.0,36288.0,36288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,1025f0e2d44d7041d6cf58b6550e0bfa,1.368421052631579,33323.21052631579,6000.0,72000.0,0.0,0.0,0.0,0.0,0.9824561403508771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,1099a00e0ee3a50935e6c2447ca090c5,5.0,22880.0,22880.0,22880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,10ff823eda2b032e2c93d17a7d294736,2.5,16728.5,11544.0,22770.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,1127b7f2594683f2510f1c2c834a486b,1.6097560975609757,3998.682926829268,384.0,56700.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.9512195121951219,0.0,0.0,0.0
2018-01-01,11305281b50fff20ae8bb473f8e11876,4.0,108170.83333333333,7700.0,277550.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,113e3a788b935f48aad63e1c41dac1bd,1.1428571428571428,3157.714285714286,1408.0,8448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,116ccb1a1604bc88e4d234a8c23f33de,2.0,3968.5833333333335,1944.0,5440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,119c7f1a00ef43fad0e57604e76a747c,1.0,5984.0,5984.0,5984.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,119d1aef1b4144adba89163f6cd9f5d4,1.5,124569.0,104490.0,144648.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,11bfa66332777660bd0640ee84d47006,1.0588235294117647,2728.294117647059,882.0,6120.0,0.0,0.6470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,0.0,0.0
2018-01-01,11d4c477d09821164bca4f70a2eae031,1.0,9499.5,4624.0,14375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,11eac105f3f90a9b87b19c89d91e24f3,5.0,61560.0,61560.0,61560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,1284de4ae8aa26997e748c851557cf0e,3.0,3636.0,3240.0,4032.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,128639473a139ac0f3e5f5ade55873a5,1.1063829787234043,3119.9148936170213,1122.0,9720.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9361702127659575
2018-01-01,128f9bfbe4c7d5185033914b1de3d39a,1.0,13743.6,3025.0,23374.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,12a8eb0f8d1cd3270695bf2a99f55966,3.5,31220.0,24000.0,38440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,12b9676b00f60f3b700e83af21824c0e,1.0,27969.809523809523,27588.0,29925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
