dtReference,idVendedor,pctPedidoAtraso,pctPedidoCancelado,avgFrete,maxFrete,minFrete,mediaDiasEntrega,qtdDiasEntregaPromessa
2018-01-01,0249d282d911d23cb8b869ab49c99f53,0.1,0.0,12.608999999999998,20.89,8.72,0.0,0.0
2018-01-01,028872bfa080090a9d0abd4f1af168f8,0.0,0.0,47.37,47.37,47.37,0.0,0.0
2018-01-01,02c988090b766852e088c69d7fb3b551,0.0,0.0,18.865000000000002,45.45,11.73,0.16666666666666666,-0.16666666666666666
2018-01-01,02d35243ea2e497335cd0f076b45675d,0.3,0.0,44.906,97.32,18.27,0.2,-0.1
2018-01-01,02dcd3e8e25bee036e32512bcf175493,,0.0,30.58,30.58,30.58,1.0,-1.0
2018-01-01,02ecc2a19303f05e59ce133fd923fff7,0.0,0.0,21.095,43.13,14.36,0.125,0.0
2018-01-01,02f5837340d7eb4f653d676c7256523a,0.0,0.0,16.73333333333333,18.16,12.7,0.08333333333333333,0.5
2018-01-01,04308b1ee57b6625f47df1d56f00eedf,0.0,0.0,39.962857142857146,64.17,16.5,0.14285714285714285,0.42857142857142855
2018-01-01,0432ead42b6c8a0bdf68154add917fdf,0.023255813953488372,0.044444444444444446,13.447111111111111,34.57,1.37,0.06666666666666667,0.08888888888888889
2018-01-01,048c2757535328e0d7dac690ad3c0aae,0.13333333333333333,0.0,20.000000000000004,29.8,14.07,0.13333333333333333,0.0
2018-01-01,04aa0a1c5ce6b222003403a3e11c3cc0,0.3333333333333333,0.0,70.74833333333333,191.56,23.3,0.0,0.0
2018-01-01,04aba03279157f6d4e0fe8ccaf21963c,0.0,0.0,21.148571428571433,54.11,12.69,0.2857142857142857,0.14285714285714285
2018-01-01,04e38a233f726ef161074ab1c9b0399a,0.08333333333333333,0.0,19.122,55.84,8.72,0.26666666666666666,-0.26666666666666666
2018-01-01,04fdea0c111866e6cf812f1570d6b5bd,0.25,0.0,21.067500000000003,38.22,9.48,0.5,0.0
2018-01-01,0509040ea3fe50071181bbc359eb7738,0.043478260869565216,0.0,15.82604166666667,37.44,8.11,0.16666666666666666,0.125
2018-01-01,052577151711aec5c744fe12e66db3e1,0.0,0.0,55.605,109.94,27.18,0.75,-0.25
2018-01-01,054694fa03fe82cec4b7551487331d74,0.6666666666666666,0.0,46.77333333333333,84.3,27.7,0.0,0.0
2018-01-01,056b4ada5bbc2c50cc7842547dda6b51,0.0,0.0,15.302499999999998,18.23,12.76,0.25,0.5
2018-01-01,058cb5aeb36d7c0fcae20fc85d5e0a59,0.0,0.0,48.13666666666666,65.45,31.6,0.0,0.0
2018-01-01,058fd0aa2bfdb2274e05e1ae971dabb6,0.05714285714285714,0.0,13.723888888888887,31.16,7.83,0.05555555555555555,0.2222222222222222
2018-01-01,05a940b4ecae36cadfd8e93bd9c43257,0.0,0.0,18.401428571428568,34.26,9.26,0.14285714285714285,0.0
2018-01-01,05d2173d43ea568aa0540eba70d2ca76,0.0,0.0,21.146666666666665,45.4,12.48,0.16666666666666666,0.4166666666666667
2018-01-01,05f51e13da97139648b8125c31e5f51b,0.16666666666666666,0.0,32.52624999999999,119.35,8.46,0.05357142857142857,-0.05357142857142857
2018-01-01,05feb94f19d094d4b0f9281f0b1d4c99,0.0,0.0,100.4375,150.8,67.04,0.25,0.0
2018-01-01,05ff92fedb5be47920fea08e501238b9,0.1111111111111111,0.0,25.97947368421053,49.47,13.58,0.10526315789473684,0.05263157894736842
2018-01-01,062ce95fa2ad4dfaedfc79260130565f,0.18181818181818182,0.0,19.794999999999998,42.38,1.1,0.08333333333333333,-0.08333333333333333
2018-01-01,06532f10282704ef4c69168b914b77be,0.0,0.0,105.39500000000001,148.86,61.93,0.0,0.0
2018-01-01,06579cb253ecd5a3a12a9e6eb6bf8f47,0.06451612903225806,0.0,24.85032258064516,215.43,7.78,0.03225806451612903,0.03225806451612903
2018-01-01,066a6914e1ebf3ea95a216c73a986b91,0.0,0.0,20.64,37.39,4.86,0.125,0.0
2018-01-01,0691148aee60ca47977c187804f935ae,0.0,0.0,17.928,26.89,13.48,0.2,0.4
2018-01-01,06bb3a2fe5e7b7a845b13e8fb91bd944,0.0,0.0,16.83888888888889,32.93,12.61,0.0,0.1111111111111111
2018-01-01,06e5eefc71ec47ae763c5c6f8db7064f,0.0,0.0,20.934736842105263,45.53,13.01,0.15789473684210525,0.15789473684210525
2018-01-01,070d165398b553f3b4b851c216b8a358,0.16666666666666666,0.0,47.51833333333334,196.94,11.73,0.3333333333333333,0.0
2018-01-01,0761743cbffb25d7148189e9f1a5f03a,0.0,0.0,59.25,59.25,59.25,0.0,0.0
2018-01-01,077c5fae4bea9500e3737b16f71b9d3a,0.0,0.0,11.549999999999999,16.11,9.27,0.0,0.0
2018-01-01,07bf9669d84d1f11be443a9dd938f698,0.0,0.0,28.332500000000003,85.78,13.08,0.0,0.0
2018-01-01,080102cd0a76b09e0dcf55fcacc60e05,0.0,0.0,16.879444444444445,25.63,12.53,0.2222222222222222,0.1111111111111111
2018-01-01,080199a181c46c657dc5aa235411be3b,0.041666666666666664,0.0,12.300416666666663,26.54,9.14,0.041666666666666664,0.125
2018-01-01,08061dc0fc165ed41288cc7acde738ee,0.0,0.0,12.415,16.11,8.72,0.0,0.0
2018-01-01,081acf3de680d554796c9cf041be7bc2,1.0,0.0,25.12,25.12,25.12,0.0,0.0
2018-01-01,082e0bf4cb865a6533b1e8e498cc0255,0.5,0.0,88.24000000000001,258.72,16.26,0.5,0.0
2018-01-01,08633c14ef2db992c11f840f04fad4cd,0.0,0.0,15.263333333333334,21.56,8.72,0.3333333333333333,0.6666666666666666
2018-01-01,0885aaf116795758dfeb5f1032487bcd,0.0,0.0,14.62,14.62,14.62,0.0,1.0
2018-01-01,0887a9f087bcd5d9f6642b52f897fc6c,0.0,0.0,25.315,34.84,15.79,0.0,0.0
2018-01-01,08d0949a9a17c027262db1f3c450c26c,0.0,0.0,17.92,17.92,17.92,0.0,0.0
2018-01-01,08d2d642cf72b622b14dde1d2f5eb2f5,0.15384615384615385,0.0,20.407857142857143,64.44,11.85,0.07142857142857142,0.0
2018-01-01,091065b789659bc3cd9af9cb3a6253ff,0.0,0.0,20.23,20.23,20.23,0.0,0.0
2018-01-01,093805f8f2aeb63881444571e1f48f30,0.05,0.0,16.168499999999998,51.64,8.72,0.0,0.0
2018-01-01,09883d9ab71c8fe8a9bfc7fc3075b07e,0.0,0.0,13.115,16.18,9.34,0.25,-0.25
2018-01-01,099095b050cfe8eb1ddff5317587e96e,0.0,0.0,63.13,63.13,63.13,0.0,1.0
2018-01-01,09f952a5f58d2285b0372551ae8f9b01,0.0,0.0,43.01166666666666,71.96,17.88,0.0,0.16666666666666666
2018-01-01,0ac4201fda2c68ebc0e47cb9423cf3c9,0.0,0.0,13.14,16.54,7.78,0.0,0.0
2018-01-01,0ad80de75c811326389cfb1daba7d45e,0.0,0.0,18.644,27.63,12.43,0.0,0.0
2018-01-01,0adac9fbd9a2b63cccaac4f8756c1ca8,0.03333333333333333,0.03225806451612903,29.913548387096778,63.449999999999996,11.85,0.03225806451612903,0.06451612903225806
2018-01-01,0ade5cc4a305ed7093a23f68ca47519c,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2018-01-01,0aea4c6ae1505b3228ddf3dd7822ee5b,0.0,0.0,16.42,16.7,16.14,0.0,0.0
2018-01-01,0afccdb8a34ee5c79f7c06faf2b4d56e,0.07692307692307693,0.0,15.749999999999996,16.79,15.1,0.07692307692307693,0.0
2018-01-01,0b18d63d0cd1d723567903fd34a07df2,0.0,0.0,34.79,47.4,18.58,0.0,0.0
2018-01-01,0b35c634521043bf4b47e21547b99ab5,0.3333333333333333,0.0,29.889999999999997,42.57,12.83,0.6666666666666666,0.3333333333333333
2018-01-01,0b3f27369a4d8df98f7eb91077e438ac,0.0,0.0,12.44,13.03,11.85,0.0,0.0
2018-01-01,0b90b6df587eb83608a64ea8b390cf07,0.0,0.0,32.14916666666667,90.34,13.61,0.25,0.25
2018-01-01,0bae85eb84b9fb3bd773911e89288d54,0.0,0.0,19.33409836065574,53.760000000000005,9.94,0.03278688524590164,0.16393442622950818
2018-01-01,0bb738e4d789e63e2267697c42d35a2d,0.0,0.0,21.030000000000005,56.85,9.94,0.23076923076923078,0.23076923076923078
2018-01-01,0be8ff43f22e456b4e0371b2245e4d01,0.0,0.0,16.465087719298243,102.52,7.78,0.07017543859649122,0.17543859649122806
2018-01-01,0bf0150d5b9d60d9cd2906003332f085,0.16666666666666666,0.0,28.456111111111113,64.11,8.72,0.05555555555555555,0.05555555555555555
2018-01-01,0bfd0b434243adc5c2e1aa6baf19c6aa,0.0,0.0,11.556000000000001,14.43,7.05,0.0,0.6
2018-01-01,0c7533c71df861ec58ad7ff999ed0e8d,0.03333333333333333,0.0,14.832,43.32,2.93,0.03333333333333333,0.1
2018-01-01,0c8380b62e38e8a1e6adbeba7eb9688c,0.06060606060606061,0.0,26.676176470588235,79.12,14.15,0.029411764705882353,-0.029411764705882353
2018-01-01,0cbcee27c791afa0cdcb08587a2013a8,0.0,0.0,16.816666666666666,20.19,13.7,0.0,0.1111111111111111
2018-01-01,0d33a55da925bbf1ff02af5f6059fc7f,0.3333333333333333,0.0,10.846666666666666,15.1,8.72,0.0,0.0
2018-01-01,0d4c8269e7f0401201794deef160edd6,0.0,0.0,33.13,70.26,12.8,0.0,0.0
2018-01-01,0d83f8e03188682112cc0d93523705cc,0.0,0.0,22.005000000000003,28.76,15.25,0.0,0.5
2018-01-01,0d85bbda9889ce1f7e63778d24f346eb,0.09090909090909091,0.0,26.038787878787875,69.73,14.15,0.030303030303030304,-0.030303030303030304
2018-01-01,0db783cfcd3b73998abc6e10e59a102f,0.05405405405405406,0.0,13.917567567567568,34.49,8.76,0.08108108108108109,0.08108108108108109
2018-01-01,0dd184061fb0eaa7ca37932c68ab91c5,0.0,0.0,14.3,14.34,14.26,0.0,0.0
2018-01-01,0df3984f9dfb3d49ac6366acbd3bbb85,0.0,0.0,16.5255,43.71,9.53,0.0,0.1
2018-01-01,0e44d110fa6a54e121cb2c095a77762f,0.2,0.0,12.332,18.21,7.78,0.0,0.2
2018-01-01,0e982cff76cc0579f632cea8a0e38c9d,0.0,0.0,37.685,63.71000000000001,11.66,0.5,-0.5
2018-01-01,0ea22c1cfbdc755f86b9b54b39c16043,0.014285714285714285,0.0,16.966000000000005,56.7,4.05,0.11428571428571428,0.12857142857142856
2018-01-01,0eaa7e33d73809f1f925f7d07c506cbd,0.0,0.0,11.462,13.66,8.72,0.0,0.0
2018-01-01,0ebd97a106433a45a4aebe57c1799778,0.0,0.0,18.73,42.8,3.67,0.16666666666666666,0.0
2018-01-01,0ed6ce5d87fd9c69eaacaeb778d67235,0.375,0.0,15.773333333333333,18.05,9.74,0.4444444444444444,-0.1111111111111111
2018-01-01,0ef83d7d83ed97cd2a0049ac8be5f88a,0.0,0.0,20.479,45.480000000000004,9.74,0.0,0.6
2018-01-01,0ff83046c3fa22efee8ecf291888b191,0.0,0.0,30.708,56.38,16.25,0.0,0.2
2018-01-01,10076e5788b8ee532724bcd460baf762,0.0,0.0,12.424999999999999,15.1,11.85,0.0,0.0
2018-01-01,10089e9f2fd0c668a8fd4e52e1698888,0.0,0.0,22.49,22.49,22.49,0.0,0.0
2018-01-01,1025f0e2d44d7041d6cf58b6550e0bfa,0.13304721030042918,0.0,36.152042553191485,116.54,0.06,0.06382978723404255,-0.00851063829787234
2018-01-01,1099a00e0ee3a50935e6c2447ca090c5,0.0,0.0,22.740000000000002,29.48,16.0,0.0,0.5
2018-01-01,10ff823eda2b032e2c93d17a7d294736,0.0,0.25,19.1025,21.74,16.68,0.25,0.0
2018-01-01,1127b7f2594683f2510f1c2c834a486b,0.01694915254237288,0.03278688524590164,14.021147540983607,45.29,7.78,0.06557377049180328,0.01639344262295082
2018-01-01,11305281b50fff20ae8bb473f8e11876,0.0,0.0,43.97833333333333,113.38,14.08,0.0,0.0
2018-01-01,113e3a788b935f48aad63e1c41dac1bd,0.0,0.0,15.179411764705879,34.15,11.85,0.17647058823529413,0.29411764705882354
2018-01-01,116ccb1a1604bc88e4d234a8c23f33de,0.0,0.0,16.927647058823528,45.33,7.78,0.058823529411764705,0.17647058823529413
2018-01-01,119c7f1a00ef43fad0e57604e76a747c,0.0,0.0,9.24,9.24,9.24,0.0,0.0
2018-01-01,119d1aef1b4144adba89163f6cd9f5d4,0.0,0.0,45.699999999999996,51.78,35.56,0.0,0.0
2018-01-01,11bfa66332777660bd0640ee84d47006,0.13043478260869565,0.0,22.45782608695652,102.52,11.85,0.2608695652173913,0.30434782608695654
2018-01-01,11d4c477d09821164bca4f70a2eae031,0.0,0.0,19.27333333333333,23.7,17.06,0.0,0.0
2018-01-01,11eac105f3f90a9b87b19c89d91e24f3,0.0,0.0,27.39,27.39,27.39,0.0,0.0
2018-01-01,1284de4ae8aa26997e748c851557cf0e,0.0,0.0,29.464999999999996,39.05,19.88,0.0,0.0
2018-01-01,128639473a139ac0f3e5f5ade55873a5,0.024752475247524754,0.0,17.991400966183576,68.3,1.85,0.1111111111111111,0.13526570048309178
2018-01-01,128f9bfbe4c7d5185033914b1de3d39a,0.14285714285714285,0.125,30.846249999999998,121.22,12.53,0.25,0.0
2018-01-01,12a8eb0f8d1cd3270695bf2a99f55966,0.0,0.0,19.835,26.38,13.29,0.5,0.0
2018-01-01,12b9676b00f60f3b700e83af21824c0e,0.0,0.0,26.152424242424267,60.56,10.26,0.15151515151515152,0.16666666666666666
2018-01-01,12c2ed9cded6138cf0c75f525f565fc7,0.3333333333333333,0.0,12.586666666666666,15.1,10.01,0.0,0.0
2018-01-01,13074f016982ff2bd6c58ced8682f000,0.14285714285714285,0.0,64.73,116.31,16.56,0.0,0.0
2018-01-01,1336efc61c316ddf92c899eb817f7cae,0.08,0.0,20.985599999999998,47.4,8.88,0.0,0.0
2018-01-01,134a288e7de827ec5ec62e3ec9c3a295,0.0,0.0,12.07,19.41,7.78,0.0,0.0
2018-01-01,1354d51653f645349064725ed204e85e,0.0,0.0,12.846666666666666,18.24,7.78,0.0,0.3333333333333333
2018-01-01,139157dd4daa45c25b0807ffff348363,0.0,0.0,7.78,7.78,7.78,0.0,0.0
2018-01-01,13d058e4eeac2ce8217660b2f8a05812,0.09090909090909091,0.0,44.519090909090906,82.29,15.38,0.09090909090909091,0.18181818181818182
2018-01-01,13f57c12a00ed4610db646b913a7f5c6,0.25,0.0,32.224999999999994,50.37,8.27,0.25,0.0
2018-01-01,13fa2a6c6b9d0f43cb588d7c82117a12,0.2857142857142857,0.0,20.62857142857143,28.84,15.81,0.0,0.0
2018-01-01,1430239a858e7682bbc43b20758af153,0.0,0.0,14.86375,23.34,7.78,0.125,-0.125
2018-01-01,1464afc72f696af775557a821c2e253f,0.0,0.0,15.869999999999996,34.15,8.27,0.07142857142857142,0.07142857142857142
2018-01-01,14d7985702e72162bbf13b6beb74ab2b,0.15384615384615385,0.0,14.231538461538463,27.19,7.95,0.0,0.15384615384615385
2018-01-01,14ee35374a7876217954b5fa08e50463,0.25,0.0,19.3675,31.43,13.89,0.75,0.0
2018-01-01,152ee17e4c8aaf53dac99f3462e4999b,0.0,0.0,15.994999999999997,17.65,14.27,0.0,0.0
2018-01-01,1554a68530182680ad5c8b042c3ab563,0.029411764705882353,0.0,25.073970588235305,72.83,12.48,0.08823529411764706,0.08823529411764706
2018-01-01,157c3e4b42f81ac4a44e8b1ca2fe9876,0.2,0.0,23.140000000000004,49.17,15.56,0.2,0.0
2018-01-01,1588ac4010787100dddef64568f0ae35,0.0,0.0,17.16,17.16,17.16,1.0,0.0
2018-01-01,15aac934c58d886785ac1b17953ea898,0.18181818181818182,0.0,25.974545454545456,131.01,8.9,0.18181818181818182,0.09090909090909091
2018-01-01,15b3b1b81484422eb41df68ac87f1f50,0.0,0.0,12.69,12.69,12.69,0.0,0.0
2018-01-01,15cd6eefe58588619aaed41dfa6621b1,0.0,0.0,31.708571428571425,52.019999999999996,20.84,0.0,0.0
2018-01-01,16090f2ca825584b5a147ab24aa30c86,0.06779661016949153,0.0,13.766610169491532,36.03,8.27,0.0847457627118644,0.05084745762711865
2018-01-01,160e4f13fd3a64b1b86807be88b5ffb0,0.0,0.0,39.96,39.96,39.96,0.0,0.0
2018-01-01,165fc07beebdcb6190fba8a06db2a449,0.0,0.0,27.74727272727273,70.41,12.69,0.030303030303030304,0.030303030303030304
2018-01-01,1660ad786c27fd935378b6192a90b417,0.16666666666666666,0.0,19.87,38.46,8.16,0.0,0.0
2018-01-01,166e8f1381e09651983c38b1f6f91c11,0.0,0.0,15.1,15.1,15.1,0.0,0.0
2018-01-01,167fd940acebc789debd6eb418c46e38,0.0,0.0,22.265,28.42,16.11,0.5,0.0
2018-01-01,17306570e772e7718c92a562d33f5f1d,0.09090909090909091,0.0,22.33909090909091,58.0,13.79,0.0,0.09090909090909091
2018-01-01,1746c1ae87ac63d530c7c943d0ac42e2,0.0,0.0,22.45,22.45,22.45,1.0,0.0
2018-01-01,1771297ac436903d1dd6b0e9279aa505,0.0,0.0,21.443999999999996,33.2,8.72,0.0,0.0
2018-01-01,1782ce2db72c3dda627d5e7c898104e1,0.0,0.0,25.933333333333337,35.45,15.4,0.3333333333333333,0.6666666666666666
2018-01-01,17908cf9b444ee34047cadd5c0f4a516,0.0,0.0,30.97666666666667,38.84,18.0,0.0,0.0
2018-01-01,17998cf586426bf0f2c3726cb0a4b211,0.0,0.0,21.15,21.15,21.15,0.0,0.0
2018-01-01,17a053fcb14bd219540cbde0df490be0,0.029411764705882353,0.0,71.63441176470589,333.34999999999997,18.0,0.08823529411764706,0.0
2018-01-01,17ca9b9e9b9ef8fdb529001b49ebb50f,0.02564102564102564,0.0,19.512820512820515,57.269999999999996,9.09,0.15384615384615385,0.15384615384615385
2018-01-01,17e34d8224d27a541263c4c64b11a56b,0.08823529411764706,0.009615384615384616,18.32673076923077,45.78,9.48,0.057692307692307696,-0.019230769230769232
2018-01-01,17eea220a40cc0d2c0c5346379682398,0.6666666666666666,0.0,24.502499999999998,36.43,16.26,0.25,-0.25
2018-01-01,17f51e7198701186712e53a39c564617,0.15,0.0,151.43600000000004,250.57,70.82,0.05,0.05
2018-01-01,180c3376aff0e43dd5788709df48a843,0.0,0.0,38.2175,71.1,21.56,0.0,0.0
2018-01-01,1835b56ce799e6a4dc4eddc053f04066,0.13432835820895522,0.0,19.39051851851851,98.02,1.74,0.1259259259259259,0.0962962962962963
2018-01-01,1838dd9b8977065acf51d95e0053ea7a,0.05263157894736842,0.0,21.21578947368421,58.9,9.09,0.15789473684210525,0.0
2018-01-01,184a67a8f9f63234d3a92340bbdb727f,0.0,0.0,22.576666666666664,34.15,16.79,0.0,0.0
2018-01-01,18a349e75d307f4b4cc646a691ed4216,0.14285714285714285,0.08,19.049200000000006,117.54,7.78,0.44,-0.36
2018-01-01,1900267e848ceeba8fa32d80c1a5f5a8,0.08928571428571429,0.0,19.786194690265493,64.44,2.14,0.12389380530973451,0.008849557522123894
2018-01-01,191d55f7edb8524d525ed01b20fe32e8,0.5,0.0,24.31,39.29,9.33,0.5,0.0
2018-01-01,1976a05ecf2996d6ffb7b5430e635fe7,0.25,0.0,82.2825,171.5,25.94,0.0,0.0
2018-01-01,1987cd4be10fe09ee50454f9c354d1c6,0.0,0.0,16.732727272727274,36.81,12.93,0.09090909090909091,0.09090909090909091
2018-01-01,198c7ea11960a9844b544d9bcdca860c,0.0,0.0,19.90083333333333,43.39,12.48,0.0,0.0
2018-01-01,19a7c9f66ffa6452ff4b4c0cca71da27,0.0,0.0,59.74,59.74,59.74,0.0,0.0
2018-01-01,19e0f40a907ec568c34bfac15de4f4a1,0.0,0.0,7.78,7.78,7.78,0.0,0.0
2018-01-01,1a3df491d1c4f1589fc2b934ada68bf2,0.03409090909090909,0.0,24.084021739130424,53.3,14.36,0.07608695652173914,-0.021739130434782608
2018-01-01,1a6245add4353f18ed55138808906979,,0.0,9.34,9.34,9.34,1.0,-1.0
2018-01-01,1acde099eb406aa220b1169b188b42da,0.0,0.0,16.37777777777778,30.22,9.34,0.0,0.0
2018-01-01,1b0b0f4f95e962d6f32fe90c759d0479,0.0,0.0,7.78,7.78,7.78,0.0,0.0
2018-01-01,1b1ae47a313a825a7ccceb8e2e30fa9d,0.0,0.0,15.982857142857144,18.65,9.98,0.0,0.0
2018-01-01,1b4c3a6f53068f0b6944d2d005c9fc89,0.0,0.0,25.711199999999998,73.46,12.8,0.08,0.04
2018-01-01,1b7e5006cb25dd23ce8686691013b121,0.0,0.0,11.363333333333335,18.53,7.78,0.3333333333333333,0.0
2018-01-01,1b8356dabde1d35e17cef975c3f82730,0.038461538461538464,0.0,16.03423076923077,53.92,7.78,0.0,0.0
2018-01-01,1b8b75e227c9a9c100d0c210fb6176ce,0.16666666666666666,0.1111111111111111,14.282222222222222,19.38,9.44,0.3333333333333333,-0.2222222222222222
2018-01-01,1b938a7ec6ac5061a66a3766e0e75f90,0.0,0.0,24.17666666666667,41.8,11.85,0.0,0.06666666666666667
2018-01-01,1bb2bdb95f4841f1bba2c0d2cd83d3c9,0.13333333333333333,0.0,13.604374999999996,17.55,7.79,0.1875,0.125
2018-01-01,1bb3812d5f0747a3ab7348f199001a10,0.0,0.0,18.97666666666667,22.07,17.02,0.3333333333333333,0.3333333333333333
2018-01-01,1c129092bf23f28a5930387c980c0dfc,0.05813953488372093,0.0,15.699186046511619,69.81,3.12,0.13953488372093023,0.06976744186046512
2018-01-01,1c5e4e49b9079480255b49d50aac1aa9,0.0,0.0,51.142,72.33,40.48,0.0,0.0
2018-01-01,1c68394e931a64f90ea236c5ea590300,0.0,0.0,18.83574468085106,63.629999999999995,12.53,0.0851063829787234,0.19148936170212766
2018-01-01,1ca7077d890b907f89be8c954a02686a,0.11538461538461539,0.0,13.648490566037731,35.54,7.78,0.6226415094339622,0.1320754716981132
2018-01-01,1caf283236cd69af44cbc09a0a1e7d32,0.1111111111111111,0.0,17.04111111111111,37.779999999999994,9.54,0.0,0.0
2018-01-01,1ce3ae5a399804d1a87e706f8a813c3e,0.07142857142857142,0.0,22.287142857142857,56.38,15.1,0.07142857142857142,0.0
2018-01-01,1d0997ff06b524ce9289ffd75114ecd3,1.0,0.0,61.63,61.63,61.63,0.0,0.0
2018-01-01,1d139e3a3b14025640d8df1b230aace0,0.0,0.0,17.345,19.59,15.1,0.0,0.0
2018-01-01,1d29dfba02015238dfbe2449a5eaa361,0.0,0.0,13.799999999999999,15.12,12.48,0.25,0.0
2018-01-01,1d4587203296c8f4ad134dc286fa6db0,0.0,0.0,15.676666666666668,21.2,11.73,0.6666666666666666,0.3333333333333333
2018-01-01,1d8dbc4f32378d715c717c1c1fc57bae,0.04878048780487805,0.0,18.579512195121946,47.3,12.41,0.14634146341463414,0.04878048780487805
2018-01-01,1da366cade6d8276e7d8beea7af5d4bf,0.1,0.0,70.90727272727273,120.19,17.6,0.2727272727272727,0.09090909090909091
2018-01-01,1da3aeb70d7989d1e6d9b0e887f97c23,0.041666666666666664,0.0,16.25122448979591,90.60000000000001,5.07,0.061224489795918366,0.04081632653061224
2018-01-01,1dcfa3835714681d4ba4a93bc1e0fd41,0.0,0.0,24.74,52.92,12.06,0.0,0.08333333333333333
2018-01-01,1dd33b8119b3cb1056ed5dc88cd0aaf4,0.0,0.0,11.99,15.59,10.21,0.2,0.0
2018-01-01,1dfe5347016252a7884b694d4f10f5c4,0.13333333333333333,0.0,18.745625,33.15,12.76,0.1875,0.25
2018-01-01,1e47defeeadeca0e9a18fa5a9311e735,0.0,0.0,16.11,16.11,16.11,0.0,0.0
2018-01-01,1e8b33f18b4f7598d87f5cbee2282cc2,0.0,0.0,13.70375,17.78,9.37,0.0,0.375
2018-01-01,1eade46fba20122dc4aefb379f8c636b,0.15384615384615385,0.0,18.75307692307692,70.5,7.78,0.15384615384615385,0.15384615384615385
2018-01-01,1f1bb1f0859883505541bdd6606193e5,0.125,0.0,18.505000000000003,33.62,9.51,0.125,0.25
2018-01-01,1f50f920176fa81dab994f9023523100,0.09271523178807947,0.0,23.987440633245363,188.02000000000007,12.44,0.12401055408970976,0.017150395778364115
2018-01-01,1f7fd2a6fcd5a6fa5d8a4dabc72aaae0,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2018-01-01,1f867308a0ce13133a4e639ff4de0c02,0.0,0.0,37.415,56.4,18.43,0.0,0.0
2018-01-01,1f9ab4708f3056ede07124aad39a2554,0.0,0.0,29.60500000000001,59.66,18.73,0.0,0.05
2018-01-01,1fdc574883ef3b33ad41562d93f3a74a,0.0,0.0,15.2225,17.44,10.91,0.25,0.25
2018-01-01,1fe61aa5494bd3ae92a2c13e067c810f,0.0,0.0,100.82,100.82,100.82,0.0,0.0
2018-01-01,2009a095de2a2a41626f6c6d7722678d,0.0,0.0,27.724,48.33,12.69,0.0,0.0
2018-01-01,2059c39f76271d4ca3f15b5ffaccc8b8,0.0,0.0,16.14,16.14,16.14,0.0,0.0
2018-01-01,2063dd1b9f568df1c16741ea7d3e6adb,0.0,0.0,17.69,18.21,17.17,0.0,0.0
2018-01-01,2089a6d640999f9b9141ac719b2af596,0.3333333333333333,0.0,14.196666666666665,17.83,12.14,0.0,0.1111111111111111
2018-01-01,20b54c376b794ed028df09a3cd88e8dc,0.0,0.0,16.7775,17.26,15.95,0.5,-0.5
