X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23
30000;1;2;2;30;-1;0;0;0;0;0;27826;28672;29622;30271;24536;22913;1600;1500;1000;1000;1000;1000
50000;2;2;2;22;0;0;0;0;0;0;49609;61162;31485;15281;18031;18233;2100;2000;4000;3000;1500;1000
20000;1;2;2;25;1;2;2;0;0;0;6174;7543;7255;3887;5887;0;2000;28;0;2000;0;0
100000;1;2;1;29;0;0;0;0;-1;-1;94453;95860;67782;-2618;95748;101299;3320;5000;0;100000;7186;0
200000;2;2;2;36;-1;-1;-1;-2;-2;-1;1371;4068;0;0;0;980;4077;0;0;0;980;0
180000;2;3;0;45;-1;-1;-2;-2;-2;-2;4148;0;0;0;0;0;0;0;0;0;0;0
30000;2;1;2;23;0;0;0;0;0;0;26847;24815;21681;22293;17155;13470;2500;3500;2000;3500;2000;1000
110000;1;2;2;31;2;2;3;3;2;-1;279;279;279;279;129;179;0;0;0;0;200;0
400000;2;3;1;39;1;-1;-1;-1;-2;-1;2384;3500;471;-203;2371;1949;3603;471;203;2574;1949;1040
210000;2;3;2;46;1;2;0;0;-1;-1;5816;5579;20079;17309;2310;241;13;17309;0;2310;241;4000
150000;2;3;2;28;-2;-1;-1;-1;-1;-1;1723;2292;240;683;3486;5390;6876;240;683;3486;5390;1200
160000;2;1;2;29;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0
50000;1;2;1;41;0;0;0;0;0;0;19339;20424;20086;18600;19153;19289;1703;1306;810;1000;900;900
200000;2;1;1;39;-1;0;-1;0;0;0;8432;6977;6727;6864;5253;3388;3746;6737;2013;10;20;10901
50000;1;2;1;52;-1;2;0;0;0;0;2072;1532;3106;2721;780;0;0;2000;5;0;0;0
80000;1;3;1;62;-1;-1;-1;-1;-1;-1;1262;1642;1975;672;5112;3932;1642;1975;672;5112;3932;20289
220000;2;3;1;38;-1;-1;-1;-1;-1;-1;20000;3450;5516;47619;28800;8561;3450;5549;50019;28800;8561;16599
20000;1;3;2;22;0;0;0;-2;-2;-2;19624;16972;0;0;0;0;1000;0;0;0;0;0
50000;2;2;2;22;0;0;0;0;0;0;50834;50770;50215;29386;29527;30125;2200;1517;1000;1500;2005;1305
500000;1;1;1;45;-1;-1;-1;-1;-1;-2;140;94;39;44;0;0;94;39;44;0;0;790
180000;2;1;2;28;-1;-1;-1;-1;-1;0;950;4369;9673;2861;12338;9124;4369;9673;3260;13959;3000;18396
150000;2;3;1;43;-1;-1;2;0;-1;-1;264;948;632;316;316;1414;1000;0;0;316;1414;0
180000;2;2;2;32;0;0;0;0;0;0;20730;17107;35884;31057;29052;25933;1582;30000;1000;1000;1000;1000
370000;2;1;1;53;-1;-1;-1;-1;-1;0;21160;8153;12094;30751;30131;9630;8162;12294;30751;30131;0;0
10000;2;3;2;22;0;0;2;0;0;0;10012;9784;9473;8947;9135;8613;2452;7;308;320;328;1000
100000;2;1;1;35;0;0;0;0;0;0;57612;58818;60841;61434;62743;66677;2134;3000;2200;2300;5000;3000
360000;2;1;1;42;0;0;0;0;0;0;179851;186961;201703;189455;194373;207022;10005;20117;15018;10027;20057;17000
170000;1;2;1;48;0;0;0;0;0;0;137823;137199;136331;123913;122657;122225;5396;5000;5000;5000;5000;4000
50000;2;3;1;53;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0
200000;2;1;1;34;-2;-2;-2;-2;-2;-2;267;6794;10430;3576;2522;934;6817;10671;3576;2522;934;7764
20000;2;2;2;26;2;-1;0;0;0;0;1041;10757;11094;9351;8562;8058;10758;2679;502;224;513;9
10000;2;2;2;49;1;2;0;0;0;0;8184;5011;5728;4255;2782;1309;0;1000;0;0;0;0
260000;2;2;1;37;2;2;2;0;0;0;244738;251351;244949;248273;119124;132619;12000;0;11000;4321;20000;27
70000;1;1;2;28;0;0;0;0;0;0;67857;69711;64947;26022;28575;21460;3000;1500;13959;3000;1500;4000
60000;1;2;1;37;3;4;3;2;2;2;30381;29986;29210;29729;30505;32232;366;0;1300;1400;2400;2300
170000;2;1;2;30;-1;0;-1;-1;0;-1;1560;1280;590;1168;2160;145564;1000;590;1168;1582;145564;5069
140000;2;3;2;23;-2;-2;-2;-2;-2;-2;67505;36772;38399;39131;39508;3441;2000;2400;2132;1617;515;2031
210000;2;2;2;45;-2;-2;-2;-2;-2;-2;467;2050;416;416;416;416;2050;416;416;416;416;416
210000;2;1;1;37;2;2;2;2;2;2;76089;77985;79104;80399;81462;83366;3700;3000;3200;2500;3400;4300
50000;2;1;1;29;0;0;0;0;0;0;50486;50035;49388;10275;9598;8382;2200;1192;1000;2000;1000;1500
50000;1;2;2;54;1;2;0;0;0;0;48153;46885;27168;27585;27910;27380;0;1400;1200;1500;1000;1500
290000;2;1;2;33;-1;-1;-1;-1;-1;-1;413;486;820;60;1773;3904;486;820;60;1773;3904;0
50000;1;2;1;54;-2;-2;-2;-2;-2;-2;1583;2134;0;2025;0;1924;2134;0;2025;0;1924;0
200000;2;1;2;27;0;0;0;0;0;0;157607;155693;155290;147604;146719;143317;7194;6760;5018;5370;5294;5300
160000;2;3;2;29;1;-2;-2;-2;-2;-2;0;0;4150;2065;0;500;0;4150;2065;0;500;0
340000;2;2;1;36;0;0;0;0;0;0;167474;155293;134467;129891;113919;106675;7106;4435;4091;3548;4535;4127
60000;1;2;1;41;0;0;0;0;0;-1;48979;41597;29347;19544;11989;9079;5070;1219;1007;8;9381;1156
60000;1;2;2;40;3;3;5;4;3;2;9744;10940;10630;10320;9865;10055;1500;0;0;0;500;0
360000;2;2;1;50;-1;-1;-1;-1;-1;-1;147;686;6037;1560;0;275;686;6041;1560;0;275;0
320000;2;1;1;34;-2;-1;0;-1;-1;-1;65083;23750;22381;14685;7511;6722;23750;10162;14702;7511;6722;10000
240000;2;3;1;38;0;0;2;0;0;0;107148;113396;110084;112272;114779;116920;9500;0;4019;4317;4204;4314
150000;1;2;1;33;1;2;2;0;0;2;8967;11510;12022;12524;13868;13502;3001;1000;1000;1700;0;1000
240000;2;2;1;42;0;0;0;2;0;0;21943;36519;55515;49049;57178;42009;15000;20000;3330;30000;10000;10000
190000;2;3;1;38;0;0;0;0;0;0;89619;103095;110000;115674;121313;15538;15000;10000;5674;11313;5538;18272
100000;2;1;1;43;-1;-1;-1;-1;-1;-1;9122;22971;15537;27075;8423;37259;22982;15561;27091;8423;37259;16751
90000;2;1;2;27;-2;-2;2;2;-2;-2;1179;6346;4607;-6;-2153;-4306;7020;2980;3000;0;0;0
290000;2;1;1;50;0;0;0;0;0;0;165563;128747;120469;78892;81561;83687;7000;10009;5000;5000;5000;10000
390000;1;2;1;40;1;2;0;0;0;0;424244;395060;258372;261498;213003;102423;587;9500;30140;4235;1998;25226
80000;2;2;2;25;0;0;0;0;0;0;81003;85894;87061;89008;93523;80288;8213;3491;3508;19523;3288;1570
300000;1;1;2;31;-1;-1;-1;-1;0;-1;2166;2894;8903;12445;24650;8339;2918;8974;12457;15113;8369;3832
60000;2;2;1;42;2;2;0;0;0;0;57598;50821;19638;18919;16853;29682;0;2000;2000;1000;20000;10000
140000;1;1;1;54;0;0;0;0;0;0;139406;140295;134000;74388;92555;86993;5545;4200;3105;86417;3936;48390
50000;2;1;2;22;0;0;0;0;0;0;49459;49281;50071;10104;9208;10075;2300;2000;1000;500;1000;500
250000;2;2;1;31;0;0;0;0;0;0;42441;43061;29385;27677;86250;65710;4000;3000;901;63000;2700;2000
260000;2;2;1;40;0;0;0;0;0;0;243196;258720;178102;77215;79331;81483;20008;7500;3000;3500;3605;3750
80000;2;2;1;36;0;0;0;0;0;0;20366;21084;22411;23624;23964;25661;1352;1679;1892;870;2096;0
20000;1;2;2;27;0;0;0;0;0;-2;18290;20144;19106;19292;0;0;2458;1200;386;1000;0;0
50000;1;2;2;25;2;2;0;0;0;2;7180;6922;7849;8018;8884;8593;0;1200;300;1000;0;1000
330000;2;1;1;47;1;-2;-2;-2;-2;-1;2246;13990;20992;681;0;5180;13990;21060;681;0;5180;3820
80000;1;3;1;48;0;0;0;0;0;0;71515;70287;61892;26779;25464;25993;3679;2305;924;1069;1100;1110
80000;2;1;2;22;-1;-1;0;0;-2;-2;10439;11501;12113;-33;2748;90;11501;1000;33;2871;90;0
400000;1;2;1;34;0;0;0;0;0;2;52271;56788;60049;60876;65178;45933;6000;5000;1902;5000;0;5000
120000;2;3;2;37;-1;-1;-1;-1;-1;-1;776;1616;776;776;776;776;1616;776;776;776;776;776
230000;2;1;2;27;0;0;0;0;0;0;105217;107857;110177;60137;62035;64034;4326;4533;2337;3035;3034;3101
300000;2;3;1;31;-1;-1;-1;-1;-1;-1;331;331;331;331;-1;199;332;332;332;0;200;0
100000;2;2;1;58;0;0;0;0;0;0;101249;101476;94893;101301;101451;99319;3642;4230;10000;3582;5000;4133
50000;1;2;2;53;0;0;0;0;0;0;18922;19486;19917;20017;20146;20221;1329;1310;680;705;728;690
150000;2;2;2;37;0;0;0;0;0;0;86037;84679;82490;78890;75240;75639;5000;5000;4000;3500;3000;4000
160000;1;1;1;40;1;-1;-1;-1;-1;-1;0;567;4027;3100;2123;4899;567;4059;3100;2123;4899;3165
110000;2;1;2;29;0;0;0;0;0;0;48088;45980;44231;32489;26354;20221;2000;2010;3000;3000;3000;1000
180000;2;3;1;39;2;0;0;-2;-2;-2;172488;72050;0;0;0;0;3450;0;0;0;0;0
150000;1;1;2;28;-1;2;2;-2;-2;-2;1111;820;-311;-602;-893;-1184;0;0;0;0;0;0
500000;1;1;1;46;0;0;0;0;0;0;407331;403816;386053;389008;392650;391336;15043;14000;14003;14011;15003;14009
420000;2;2;2;35;-1;-1;-1;-1;-1;-1;7572;18847;16615;14156;9058;3281;18920;16615;14156;9058;3281;5971
100000;2;2;1;31;0;0;-1;-1;0;-1;92265;93873;1473;2946;1473;540;5000;1473;2946;0;540;780
90000;2;3;1;40;0;0;0;0;0;0;89928;81721;76947;46589;47730;49488;3416;4142;1700;1888;2710;1500
10000;1;2;2;33;-2;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0
160000;1;1;1;41;0;0;0;-2;-1;0;53935;57997;-3;-3;2987;1993;5000;0;0;2990;6;2409
340000;2;1;1;36;0;0;0;0;0;0;185268;326074;276519;251815;218706;165666;160444;10143;7190;6283;5208;4177
260000;2;1;2;36;-2;-2;-2;-2;-1;-1;1891;2438;2280;746;1989;1668;2637;2280;746;1989;1668;2605
100000;1;1;1;36;0;0;0;0;0;0;23070;18806;20183;21540;25775;0;1700;2000;2000;5000;0;0
220000;2;1;1;42;2;2;2;2;2;2;2500;2500;2500;2500;2500;2500;0;0;0;0;0;0
100000;2;2;2;37;0;0;0;0;0;0;107669;107529;73323;51125;46879;45538;3536;2821;3963;3147;2670;725
170000;1;2;2;26;-2;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0
20000;1;3;2;52;0;0;2;0;0;0;16735;20373;12071;12567;13949;14318;4008;0;1000;1600;600;532
200000;1;2;1;42;0;0;0;0;0;0;68670;69702;70015;72073;71690;73661;4000;4000;5000;2563;5000;5000
50000;2;2;1;36;2;0;0;0;0;0;50922;50367;41627;42297;43031;45837;1715;1991;1661;1566;3526;0
30000;2;2;1;24;2;2;0;0;0;0;31214;28983;28301;31072;24147;4007;0;1400;3561;483;80;0
180000;2;2;1;39;0;0;0;0;0;0;65710;58159;60188;61090;62450;63911;2500;3000;2500;2500;2500;3000
10000;2;2;2;22;-1;-1;-1;-1;0;-1;5208;654;9954;9719;6547;654;654;9954;9919;0;654;264
250000;1;2;2;40;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0
30000;1;3;1;50;0;0;0;0;0;-1;28339;24232;15626;9330;4372;1419;1681;2000;0;0;1419;12000
130000;1;2;2;31;0;0;0;0;0;0;116437;112881;96191;88934;90633;91459;4911;3533;3301;3607;5516;7020
20000;2;3;2;39;0;0;2;2;3;2;12241;16020;16457;20906;20289;20407;4000;1000;4750;0;600;0
90000;2;1;2;28;-2;-2;-1;0;0;0;-1886;-2086;34347;35042;46098;46658;0;36633;1328;11696;1350;1337
120000;2;1;2;29;-1;-1;-1;0;-1;-1;3945;5795;10863;1601;1126;4802;5894;10863;0;1126;4802;9751
300000;2;2;1;36;0;0;0;0;0;0;141486;79474;80813;111116;13534;10379;6000;5000;30303;2011;856;1010
230000;2;2;2;34;1;-2;-2;-2;-1;0;-2;-2;-2;-2;794;796;0;0;0;796;2;0
60000;2;1;2;22;2;0;0;0;0;-1;58841;60970;58082;59882;19663;29343;3700;1400;2000;500;30000;1100
70000;1;2;2;51;0;0;0;0;0;0;67880;66658;58486;29171;17725;17693;3028;3199;1267;642;651;1665
20000;1;1;2;30;0;0;2;0;0;0;14406;20653;19995;19391;19120;19158;6500;84;7171;1000;1000;2000
360000;2;2;2;35;-1;-1;-1;-1;-1;-1;61793;79467;26943;148307;71373;7406;79651;26943;148307;71373;7406;3021
440000;2;1;1;37;-1;-1;0;-1;-1;-1;10858;46104;21349;11569;-1401;1773;50004;20000;12000;0;3773;0
1000000;2;1;1;47;0;0;0;-1;0;0;964511;983931;535020;891586;927171;961664;50784;50723;896040;50000;50000;50256
150000;2;3;1;35;-1;-1;-1;-1;-1;-1;11500;4998;4996;4998;4998;49398;4998;4996;5000;4998;49398;4552
140000;2;1;2;30;2;-1;-1;-1;-1;-1;1070;4593;4705;1710;0;6096;4593;4705;1710;0;6096;0
360000;2;1;2;27;1;-2;-1;-1;-1;-1;0;0;830;0;1271;179;0;830;0;1271;179;1970
50000;1;3;2;41;0;0;2;0;0;0;22358;23257;23192;24073;21759;21959;1900;1000;1500;891;1000;700
20000;2;2;1;24;-1;0;0;-1;-1;-1;10361;19566;8746;3355;7143;1288;10000;1390;3355;7143;1288;0
380000;2;1;1;45;-1;-1;-1;-1;-2;-1;202;35993;86617;-3450;-3450;3502;37791;86697;0;0;7102;159753
80000;2;2;2;37;0;0;0;0;0;0;21054;21776;22790;23411;23882;24356;1365;1379;1000;1000;871;1000
30000;1;2;1;39;2;2;2;2;2;0;13888;16652;16087;17317;16900;17465;3000;0;1500;0;1000;3500
50000;1;2;2;29;0;0;0;0;0;-2;32312;24213;24278;24750;0;0;1700;2000;1300;0;0;0
70000;2;1;2;29;0;0;2;2;0;0;47310;51047;51727;50594;51823;54093;4500;1813;0;2046;3300;900
210000;1;1;2;27;-1;0;0;0;0;0;25025;25336;26029;26816;21116;10721;5000;4000;5000;3000;3000;3500
150000;2;3;1;43;0;0;0;0;0;-2;17541;19021;7861;7691;0;0;2000;2000;2000;0;0;0
50000;2;3;1;39;0;0;0;0;0;0;41250;40813;10695;8841;8140;8267;1501;1297;448;449;419;415
210000;1;1;2;33;1;-2;-2;-2;-1;-1;0;0;0;0;700;0;0;0;0;700;0;0
60000;1;2;2;30;0;0;0;2;2;2;15145;16618;18475;17919;19167;18750;2000;2100;0;1500;0;1500
230000;2;2;2;42;0;0;0;0;0;0;64489;58611;54463;53008;52835;40015;3100;5000;5000;10000;3000;5000
330000;2;1;1;29;-1;-1;-1;0;0;0;730;213;2368;3368;1377;0;213;2368;1000;190;0;0
30000;1;2;3;50;2;0;0;0;0;0;11479;12981;14450;14903;16500;18715;2000;2000;693;2000;2500;668
20000;1;2;2;22;0;0;2;2;2;0;18743;19879;18872;21178;20329;20853;3000;0;3000;0;1000;400
50000;2;2;2;41;2;2;2;2;2;2;5025;4805;46295;46885;47535;45994;0;42000;1600;1500;2000;2000
140000;2;2;1;28;0;0;0;0;0;0;132070;134766;106450;106422;104337;106886;6000;4000;4000;4000;4300;3600
200000;2;1;2;34;1;-2;-2;-1;2;2;0;0;0;347;197;2917;0;0;347;0;2720;0
360000;2;1;1;39;-1;-1;-1;-1;-2;-2;7001;1224;394;-6;-6;2199;1224;394;6;0;2205;401
30000;2;1;2;24;2;2;2;0;0;0;31202;32801;30092;30148;30222;28949;2415;0;1045;915;1063;409
270000;1;2;1;38;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0
60000;1;2;2;29;0;0;0;0;0;0;34081;23215;30340;28368;28962;26589;2000;8565;969;1004;1000;900
100000;1;1;2;28;0;0;0;0;0;0;72970;100360;91329;76840;77455;79472;30000;4094;2900;2850;3300;3123
230000;2;2;1;34;-2;-2;-2;-2;-2;-2;2329;1894;2528;1865;1496;1873;1894;2532;1865;1496;1873;0
140000;1;2;2;32;0;0;0;0;0;0;31367;29652;30178;20989;17125;14739;1614;10018;2009;1003;1017;1012
200000;1;1;2;28;-1;-1;-1;-1;-1;-1;508;10680;1190;527;4524;5522;10712;1194;527;4537;5538;3883
60000;2;3;1;59;0;0;0;0;-1;0;59174;60922;61800;0;51301;52327;3298;3000;0;51301;2029;2083
120000;2;1;2;29;-1;-1;-1;-2;-1;-1;1171;644;-155;-155;745;542;1000;0;0;2530;542;922
80000;1;2;1;27;0;0;0;0;0;0;73000;71338;47202;38133;39096;40510;5000;2000;1500;1500;2000;2000
250000;1;3;1;62;0;0;0;0;0;0;38924;38468;35930;40106;38214;28494;5000;5000;5000;3000;2000;10000
200000;2;2;2;42;-1;-1;0;0;-2;-1;73032;12928;88930;30000;67861;18929;12928;79365;30000;37861;18929;15004
260000;2;1;1;35;2;2;-2;-1;0;0;1013;0;0;6895;3718;0;0;0;6895;0;0;0
